agent_id,currency,balance,lifetime_income,lifetime_expense,wealth_drive,base_hourly_income,hourly_income,income_target_daily,initial_labor_savings,initial_inheritance,initial_assets_total
53,CNY,23223.2985,150.2437,341.9539,0.625,29.9819,30.4636,234.7961,16345.3364,7069.6723,23415.0087
