day,agent_id,income,expense,net,balance,wealth_drive,hourly_income,econ_security
20,8,155.335,153.8582,1.4768,22811.6867,0.683,46.1473,0.2715
21,8,132.8661,172.026,-39.1599,22772.5267,0.683,33.7504,0.1849
